Date,JPY-INR,IR_India,IR_Japan,TotalReserves_India,TotalReserves_Japan,CPI_India,CPI_Japan,IIP_India,IIP_Japan,MoneySupply_India,MoneySupply_Japan,SharePrice_India,SharePrice_Japan,NetTrade_India,NetTrade_Japan
12/1/2011,0.6889,6.00,0.30,271285421552.14,1258172340310.09,75.36,96.00,93.93,103.56,324119000000.00,6959210763100.38,58.48,47.19,-14547048983.33,-6359336647.37
1/1/2012,0.6493,6.00,0.30,267267941138.03,1263758440525.20,75.74,96.20,92.94,103.87,327841000000.00,6875705524660.88,60.00,47.85,-16996997174.58,-5782574830.84
2/1/2012,0.6051,9.50,0.30,269029434978.47,1259330723371.78,76.12,96.40,93.04,103.67,343949000000.00,6807513699502.99,65.28,51.53,-16571650696.92,-1756543721.81
3/1/2012,0.6144,9.50,0.30,268720680969.08,1247800128571.03,76.89,96.80,92.24,103.46,344971000000.00,6677105801295.30,63.58,54.87,-15875058900.14,-8247295121.74
4/1/2012,0.66,9.00,0.30,269568960010.79,1248875208937.66,78.42,96.90,90.62,102.95,338252000000.00,6794790423723.84,63.26,52.65,-13601222750.43,-6253859945.16
5/1/2012,0.7151,9.00,0.30,261740343244.64,1239348179195.00,78.80,96.60,92.73,101.10,322190000000.00,6787603827303.48,60.08,48.31,-15183207989.37,-8927106516.98
6/1/2012,0.6956,9.00,0.30,265327695400.28,1231181753601.90,79.57,96.10,91.57,100.38,323183000000.00,6943031543809.51,61.18,47.26,-11861579655.20,-5890138409.34
7/1/2012,0.7113,9.00,0.30,265145838576.07,1232833705836.04,81.10,95.80,90.96,99.87,313904000000.00,6830749684790.93,62.91,48.09,-16302959179.78,-5603915723.32
8/1/2012,0.7084,9.00,0.30,266324609283.50,1232647945303.37,81.86,96.00,91.17,98.64,316590000000.00,6855547574714.48,64.32,48.26,-14916678134.55,-5997889199.55
9/1/2012,0.6783,9.00,0.30,268824543943.73,1233267259920.52,82.24,96.10,89.87,96.48,321411000000.00,7021632459230.61,66.39,47.92,-18406110631.42,-13559617648.56
10/1/2012,0.6742,9.00,0.30,269208192227.20,1231830371120.46,83.01,96.10,92.22,96.79,326518000000.00,6867656605054.39,68.45,47.46,-18877786213.75,-5789461311.90
11/1/2012,0.6581,9.00,0.30,268828831707.85,1228346115282.73,83.39,95.80,91.10,96.07,327609000000.00,6695253022010.23,68.27,48.62,-17044213209.94,-7932897253.93
12/1/2012,0.6324,9.00,0.30,270586506917.19,1227147063679.20,83.77,95.80,91.40,97.41,331743000000.00,6686666149503.82,70.77,52.55,-17226085827.63,-9236789884.93
1/1/2013,0.5819,9.00,0.30,270765032751.90,1226302762187.34,84.54,95.90,91.32,95.39,332673000000.00,6155177679631.27,72.65,57.74,-18415989505.32,-7393044072.76
2/1/2013,0.5872,8.75,0.30,266795040503.23,1219691396187.17,85.30,95.70,91.14,96.99,342379000000.00,5957187031346.38,71.15,61.94,-15941671943.05,-10843018539.51
3/1/2013,0.5762,8.50,0.30,268506783358.44,1214997210803.51,85.69,95.90,92.91,97.89,348663000000.00,6034041363300.62,69.86,66.36,-12862400958.78,-9915512746.45
4/1/2013,0.551,8.50,0.30,272057711578.59,1221784233656.41,86.45,96.20,93.61,98.09,350046000000.00,5850174270463.29,68.87,71.73,-16379312794.46,-9644604851.91
5/1/2013,0.5631,8.25,0.30,267186398582.84,1215898160646.87,87.22,96.30,93.14,99.59,349769000000.00,5612066516230.44,72.89,77.29,-16975129561.70,-7583961365.86
6/1/2013,0.6005,8.25,0.30,263126441212.61,1209351061086.28,88.36,96.30,90.95,98.59,337671000000.00,5946368077338.40,69.92,70.23,-11795519173.92,-7808012388.28
7/1/2013,0.6217,10.25,0.30,259061293113.74,1221653816522.05,89.89,96.50,93.60,100.09,319197000000.00,5690134257570.22,72.05,76.55,-11232289193.97,-9390776749.87
8/1/2013,0.6693,10.25,0.30,256039529816.26,1219852378967.37,90.66,96.80,95.00,100.39,303072000000.00,5831804988219.54,68.29,73.84,-11215124807.24,-9542891261.72
9/1/2013,0.6372,9.50,0.30,257753281060.28,1240771725745.76,91.04,97.10,95.49,101.19,300168000000.00,5783128716863.21,71.68,76.50,-7387768175.88,-10039970175.45
10/1/2013,0.6265,8.75,0.30,262567821746.51,1244137846291.32,92.19,97.20,94.07,101.49,313191000000.00,5854628209062.08,74.76,76.64,-9447431032.68,-11294425466.81
11/1/2013,0.6091,8.75,0.30,272378009162.42,1244488148261.07,92.96,97.30,94.52,101.89,314098000000.00,5770076364783.84,75.39,78.71,-9001024806.47,-12406199256.72
12/1/2013,0.5869,8.75,0.30,276493267092.37,1237217761751.35,91.42,97.40,94.73,101.89,321899000000.00,5722375797409.62,76.68,81.03,-9823959452.24,-11287257578.82
1/1/2014,0.6144,9.00,0.30,273388159272.48,1246241568347.90,90.66,97.20,95.93,103.59,323371000000.00,5576928806465.38,76.56,82.49,-9011384060.01,-15421398817.97
2/1/2014,0.607,9.00,0.30,275731104855.81,1255532503094.81,91.04,97.20,96.02,102.89,324815000000.00,5717131901998.57,75.10,77.42,-9953349330.08,-10550194071.98
3/1/2014,0.5815,9.00,0.30,285031667648.51,1247526257300.78,91.42,97.50,95.89,104.29,337956000000.00,5838467659006.20,79.75,76.61,-13262190681.07,-18526276736.88
4/1/2014,0.5901,9.00,0.30,292401949435.60,1251081484960.25,92.57,99.50,97.37,99.79,351409000000.00,5852783929585.46,82.53,75.47,-9377782770.80,-10351725361.01
5/1/2014,0.5815,9.00,0.30,293860546001.86,1253118062430.68,93.34,99.90,97.26,101.89,363905000000.00,5850434436776.23,86.58,75.76,-9536981974.93,-9862801410.53
6/1/2014,0.5928,9.00,0.30,298024446008.94,1251528819902.11,94.10,99.80,98.32,100.59,359524000000.00,5886234393371.03,92.21,80.33,-12706047408.85,-10105005996.74
7/1/2014,0.5891,9.00,0.30,301131797117.01,1244368208383.29,96.40,99.90,98.78,100.39,350696000000.00,5797078828386.08,94.07,82.20,-12965347457.79,-9820444995.40
8/1/2014,0.5815,9.00,0.30,299915889183.57,1246342167026.78,96.78,100.00,98.12,99.49,346684000000.00,5780101812361.80,95.36,81.96,-10997231754.73,-8794392328.83
9/1/2014,0.5649,9.00,0.30,296204484445.53,1234441231244.57,96.78,100.30,98.89,100.59,347180000000.00,5578279874464.74,98.37,84.71,-15709741505.72,-9415049551.96
10/1/2014,0.5467,9.00,0.30,298472880698.07,1237244928821.48,96.78,100.00,94.65,100.59,350239000000.00,5521794679749.89,97.32,80.80,-12519565018.82,-6691656403.20
11/1/2014,0.5244,9.00,0.30,298852173529.87,1239944742160.46,96.78,99.60,101.43,100.59,351783000000.00,5208483178003.14,102.78,89.18,-15489213180.55,-7165089787.34
12/1/2014,0.5266,9.00,0.30,303454874927.27,1231009767133.57,96.78,99.70,98.65,100.19,349015000000.00,5185283403637.17,101.02,90.99,-8685441079.91,-4586666253.70
1/1/2015,0.5281,8.75,0.30,310606516330.18,1230062142729.86,97.16,99.60,98.10,102.69,352232000000.00,5146879492600.42,103.33,89.63,-7590839920.67,-2041672071.63
2/1/2015,0.5158,8.75,0.30,319300488546.81,1221209532619.88,96.78,99.40,98.94,99.79,360538000000.00,5188379925900.97,105.79,94.08,-8273993249.80,-5887716339.57
3/1/2015,0.5185,8.50,0.30,323824829168.58,1216078993531.57,97.16,99.70,98.17,99.29,366899000000.00,5204733301116.02,104.48,100.16,-13113454980.40,-310402434.93
4/1/2015,0.5322,8.50,0.30,333725503694.52,1221000983297.40,97.93,100.20,97.99,99.69,372919000000.00,5264661476260.93,102.97,102.66,-10998577562.41,-2618225027.57
5/1/2015,0.5135,8.50,0.30,334317692138.66,1216408746593.62,98.69,100.40,98.90,99.69,371389000000.00,5211287438533.75,100.18,104.47,-9212109875.96,-1764006961.35
6/1/2015,0.5192,8.25,0.30,338106666367.34,1214090880739.31,99.84,100.20,99.20,100.49,367647000000.00,5122079572049.48,99.20,106.54,-11227571453.47,-2573403543.84
7/1/2015,0.5162,8.25,0.30,336336736698.75,1215258399711.30,100.61,100.10,100.03,100.39,366648000000.00,5059180121201.39,102.41,105.62,-11963705384.63,-2193863616.34
8/1/2015,0.5478,8.25,0.30,334620809169.12,1216193350161.16,100.99,100.20,101.44,98.79,359543000000.00,5072851015067.28,100.11,104.02,-12622563704.13,-3002030859.16
9/1/2015,0.5466,8.25,0.30,333344798654.59,1221495051661.67,101.75,100.30,100.76,100.49,355023000000.00,5239182473940.78,94.03,93.87,-11073731383.32,-2107051757.83
10/1/2015,0.5424,7.75,0.30,336654246137.08,1216072142483.98,102.90,100.20,103.65,100.59,369549000000.00,5258381640691.62,98.65,97.12,-8894229476.51,-1680500342.83
11/1/2015,0.5399,7.75,0.30,333851954005.01,1206849215545.26,103.28,99.90,101.65,99.99,366509000000.00,5145252379603.64,95.02,101.90,-9599024676.49,568850343.26
12/1/2015,0.5503,7.75,0.30,334310993025.19,1207019203627.57,102.90,99.80,102.13,98.09,369635000000.00,5311350351461.33,93.82,99.94,-10937874662.14,642279562.82
1/1/2016,0.5607,7.75,0.30,333077592173.70,1220692708197.53,102.90,99.50,102.53,100.29,362607000000.00,5384325220697.23,90.53,91.56,-7549533482.05,1472811046.92
2/1/2016,0.6053,7.75,0.30,330199405324.20,1223709323085.36,102.14,99.60,102.29,99.49,370101000000.00,5627944736968.38,86.59,85.20,-8156977514.46,1032586596.00
3/1/2016,0.5885,7.75,0.30,341189270079.85,1231603780650.99,102.52,99.70,103.07,99.89,389072000000.00,5888190557589.61,90.84,87.52,-6295733558.36,2797661181.07
4/1/2016,0.6245,7.00,0.30,344140716169.07,1230816394652.70,103.67,99.90,104.10,99.19,402171000000.00,6141010523387.47,93.13,86.11,-4481262772.42,3032034306.81
5/1/2016,0.6071,7.00,0.30,342399070530.85,1224086070881.85,105.20,100.00,105.64,98.69,396873000000.00,6135232762128.08,93.92,85.72,-5082043668.50,3271751058.55
6/1/2016,0.6535,7.00,0.30,344029547094.99,1232848471961.57,105.96,99.90,107.30,99.19,396236000000.00,6424742850732.61,97.66,83.08,-8111821554.68,3481190586.02
7/1/2016,0.653,7.00,0.30,346011764349.62,1231672220987.38,107.11,99.60,105.15,99.69,394410000000.00,6465471105949.65,101.21,83.32,-6736462289.37,2809456212.85
8/1/2016,0.6476,7.00,0.30,346250456121.55,1223782705657.13,106.34,99.70,104.76,100.59,401069000000.00,6636740835222.97,102.40,84.08,-7752769035.42,3349075345.99
9/1/2016,0.6567,7.00,0.30,351667292320.35,1227547436272.73,105.96,99.80,105.66,100.99,423983000000.00,6640510322951.90,104.17,86.01,-10046518207.64,3879883922.56
10/1/2016,0.6362,6.75,0.30,346822998355.53,1211436938985.99,106.34,100.40,108.50,101.09,413342000000.00,6549048913697.27,102.39,87.67,-10282514925.94,3424808036.33
11/1/2016,0.5993,6.75,0.30,341975717393.98,1190247955139.02,105.96,100.40,106.21,102.09,310931000000.00,6333792868142.71,97.68,90.85,-12529255368.82,3503854957.18
12/1/2016,0.58,6.75,0.30,341145194692.36,1188326843648.84,105.20,100.10,105.01,101.49,294162000000.00,6063014212056.02,96.40,98.22,-10043715773.20,2638947298.35
1/1/2017,0.5988,6.75,0.30,344544924771.99,1201624188036.06,104.81,100.00,105.93,100.69,308158000000.00,6035075255318.27,99.39,98.87,-9863502494.57,1180939014.65
2/1/2017,0.59,6.75,0.30,345181175899.82,1201341254676.68,104.81,99.80,107.25,101.39,336110000000.00,6213299880670.48,104.10,99.12,-11952938085.85,4712284687.57
3/1/2017,0.5822,6.75,0.30,350923607640.25,1199593189285.78,105.20,99.90,107.61,101.49,407587000000.00,6186161150214.85,106.94,100.09,-13176295109.49,1288284167.97
4/1/2017,0.5765,6.50,0.30,353698265301.01,1211022725877.52,105.96,100.30,107.73,103.79,404569000000.00,6372454605735.25,108.55,96.36,-13874508488.12,-363831275.61
